company_name,services_provided,mbe_wbe_cert,small_local_cert,veteran_cert,sdo_certified,city_registered,address,city,state,zipcode,contact_name,contact_title,phone,fax,email,website,business_type,construction,date_business_established,number_employees,cob_category_codes1,cob_category_codes2,cob_category_codes3,naics_codes1,naics_codes2,naics_codes3,unspsc_code1,unspsc_code2,unspsc_code3
"Innovative Psychological Services, Inc.","Mental Health Therapy; Forensic Evaluation Services; Diversity, Equity, Inclusion, and Belonging Consultations; Creative Wellness Consultations",MWBE,SBE,,No,Yes,"P.O. Box 894, Watertown, MA 02471",Watertown,MA,02471,Charmain Jackman,"Dr. Charmain Jackman, Psychologist",(617) 803-2417,,drj@innopsych.com,www.drcharmainjackman.com,Corporation,No,Founder + CEO,Less than 10,"AHS - Health Care (Providers, Services)","COH - Consultants: Health, Psychological",TA - Training (see also ED),621330 - Offices of Mental Health Practitioners (except Physicians) ,541618 - Other Management Consulting Services ,,93140000 - Community and social services,93110000 - Socio political conditions,
AdvPhoto Studio Corp.,Printing; Graphic Design; Signs Production and Installation; Branding Consulting; Apparel/Uniforms ,MWBE,SLBE,,No,Yes,"106 Maverick Street, Boston, MA 02128",Boston,MA,02128,Juliana Gomez,Juliana Gomez - President,(617) 418-7495,,yosoypublicista@gmail.com,www.advcreativegroup.com,Corporation,No,2018,Less than 10,MK - Marketing,COD - Consultants: Design,AL - Apparel,541810 - Advertising Agencies,323120 - Support Activities for Printing,541430 - Graphic Design Services,82100000 - Advertising,82121500 - Printing Services,55120000 - Signage and accessories
Sandalo LLC,"Small business offering different type of massages, including a therapeutic massage, deep tissue massage, prenatal massage, Thai Massage, sports massage etc. ",MBE,SLBE,,No,No,"52 Chelsea Street, Boston, MA 02128",Boston,MA,02128,Alejandro Galeano-Molina,Alejandro Galeano-Molina Owner,(857) 389-4010,,sandaloboston@gmail.com,,Corporation,No,2022,Less than 10,"AHS - Health Care (Providers, Services)",,,621399 - Offices of All Other Miscellaneous Health Practitioners ,,,85140000 - Alternative and holistic medicine,,
"Towers Construction Company, Inc","General Construction, Plumbing, HVAC, Electrical ",MBE,SBE,,Yes,No,"425 Highland Street, Milton, MA 02186",Milton,MA,02186,Kirk Phillips,Kirk Phillips President ,(617) 915-5054,,towersconst.co@gmail.com,towersconstruct.com,Corporation,Yes,2007,Less than 10,CN - Construction Management: Small Commercial Projects,EL - Electrical Contractors,"ME - Mechanical Contractors (HVAC, Plumbing, Insulation, Service, see also GC, PB)",236116 - New Multifamily Housing Construction (except For-Sale Builders) ,"238220 - Plumbing, Heating, and Air-Conditioning Contractors ",238210 - Electrical Contractors and Other Wiring Installation Contractors,30190000 - Construction and maintenance support equipment,,
"Canvas Event Studio, Inc","Paint Night, Sip and Paint, Cultural Art events, Private paint parties, Themed creative/diy events, instructional art workshops, child and family centered art workshops, sensory art ",MWBE,SLBE,,No,Yes,"55 Fairmount Avenue, Hyde Park, MA, USA, Boston, MA 02136",Boston,MA,02136,Daphne Walker,"Daphne Walker, ECMH-E , Owner & Creative Director ",(857) 526-1177,,info@canvasstudiobos.com,CANVASSTUDIOBOSTON.COM,Corporation,No,09/28/2021,Less than 10,CU - Cultural Organizations,RT - Retail Sales of Art & Framing,"ED - Education (see also OS, TA)","711510 - Independent Artists, Writers, and Performers ",713990 - All Other Amusement and Recreation Industries ,541490 - Other Specialized Design Services,60120000 - Arts and crafts equipment and accessories and supplies,82150000 - Professional artists and performers,
Tran Vu Arts,Facilitation workshops; Grant reviews; Lead public art projects; Coach artists and creatives,MWBE,SLBE,,No,Yes,"1 Beauford Lane, Boston, MA 02125",Boston,MA,02125,Ngoc-Tran Vu,Ngoc-Tran Vu,(617) 650-2088,,tranvuarts@gmail.com,www.tranvuarts.com,Sole Proprietorship,No,2019,Less than 10,COD - Consultants: Design,PG - Photography,"ED - Education (see also OS, TA)","711510 - Independent Artists, Writers, and Performers ",611710 - Educational Support Services,"541921 - Photography Studios, Portrait ",30220000 - Permanent structures,60120000 - Arts and crafts equipment and accessories and supplies,93140000 - Community and social services
Igbo Institution LLC,Specialty Cookies,MBE,SLBE,,No,No,"10 Pleasant Hill Avenue, Boston, MA 02126",Boston,MA,02126,Daniel Igbokwe,Daniel Igbokwe CEO,(857) 207-9099,,bostoncookiekitchen@gmail.com,https://www.instagram.com/bostoncookiekitchen/,Limited Liability Company (LLC),No,2022,Less than 10,"FD - Food Products, Services",,,722513 - Limited-Service Restaurants ,445299 - All Other Specialty Food Stores ,,73130000 - Food and beverage industries,,
Sandman Transportation Services LLC,"We pride ourselves on being flexible and offer door-to-door services to your hotel, office, or specified city pick-up point.  We also provide:  Private transportation; Airport Transfer; Airport transportation services; Event transportation; Student Shuttle; Sporting; Elderly; Medical treatment, Radiology, Dialysis, Doctor appointments, Door-to-door service for those unable to transport themselves due to medical conditions; Healthcare facilities for people who have just had surgery, patients on medications that inhibit them from driving, and patients who are physically unable to move.  Also, Community Contribution:  Ride for job readiness program for jail inmates coming home; Election poll rides; Foreign exchange students' transportation; Food Pantry Deliveries; Independent Living; Family Transportation visits to jail.
",MBE,SLBE,,No,Yes,"114 Norwell Street, Boston, MA 02121",Boston,MA,02121,Michael Sanders,Michael E. Sanders,(617) 906-6603,,sandman.transportarion@gmail.com,sandmantransportationservices.com,Limited Liability Company (LLC),No,"August 18, 2021",Less than 10,"TR - Travel, Transportation (Travel Agencies, Planning, Limo Services)",,,485999 - All Other Transit and Ground Passenger Transportation ,,,78140000 - Transport services,,
The Pickup Crew,Janitorial/Cleaning Services,MWBE,SLBE,,No,Yes,"757 Gallivan Blvd Suite 1037, Suite 1037, Dorchester, MA 02122",Dorchester,MA,02122,Tiffany Payne,Tiffany Payne,(781) 597-9435,,info@pickupcrew.net,https://www.pickupcrew.net/,Limited Liability Company (LLC),No,2022,Less than 10,"JA - Janitorial Services/Supplies (see also MA, RS)","MA - Maintenance (Industrial, Commericial, Residential, see also JA, RS)",RS - Residential Services,561720 - Janitorial Services ,,,76110000 - Cleaning and janitorial services,,
Perros Paisas Inc ,Restaurant; catering; fast food.,MBE,SLBE,,No,Yes,"350 Bennington Street, Boston, MA 02128",Boston,MA,02128,Andres Jaramillo,Érica Acevedo,(857) 389-3914,,anfeja39@hotmail.com,www.perrospaisas.com,Corporation,No,2021,Less than 10,CT - Catering,"FD - Food Products, Services",,722310 - Food Service Contractors,722320 - Caterers,722330 - Mobile Food Services,90100000 - Restaurants and catering,,
Seedbox Digital,Website Design; Marketing; Graphic Design; Social Media Management; Copywriting; Blog & Article Writing,MWBE,SLBE,,No,Yes,"97 Wellsmere Road, Roslindale, MA 02131",Roslindale,MA,02131,Martine Maingot,"Martine Maingot, CEO",(857) 636-9129,,martine@seedboxdigital.com,https://www.seedboxdigital.com,Sole Proprietorship,No,2019,Less than 10,AD - Advertising/Audovisual Graphic Design/Marketing Public Relations,,,541613 - Marketing Consulting Services ,541430 - Graphic Design Services,519130 - Internet Publishing and Broadcasting and Web Search Portals,80140000 - Marketing and distribution,,
Cafe Iterum,"Cafe, Coffee, Pastries, Food Catering, Sustainable Consulting",,SLBE,,No,Yes,"11 Father Jacobbe Road, Boston, MA 02128",Boston,MA,02128,Matt McPherson,"Matthew McPherson, owner",(617) 913-5927,,contact@cafeiterum.com,cafeiterum.com,Limited Liability Company (LLC),No,2,11 - 20,"FD - Food Products, Services",,,722513 - Limited-Service Restaurants ,,,90100000 - Restaurants and catering,,
Luc Clowes Landscape Design,"landscape design
landscape construction management
landscape project management",MWBE,SBE,,No,No,"1452 Dorchester Avenue, 4th floor, Boston, MA 02122",Boston,MA,02122,Elizabeth Luc Clowes,Elizabeth Luc Clowes,(978) 460-1868,,liz.lucclowes@gmail.com,,Sole Proprietorship,No,2010,Less than 10,"LD - Landscaping (Design, Architects)",COD - Consultants: Design,,541320 - Landscape Architectural Services,561730 - Landscaping Services,,70110000 - Horticulture,82140000 - Graphic design,
CTD Productions,"Video Production Services; Photography Services; Social Media Consulting
",MBE,SLBE,,No,Yes,"600 Columbia Road, Boston, MA 02125",Boston,MA,02125,Chaney Carlson-Bullock,"Chaney Carlson-Bullock, Co-Owner and Mikayla Litevich, Co-Owner",(203) 931-5154,,chaneythadirector@gmail.com,www.ctdproductionsllc.com,Limited Liability Company (LLC),No,2021,Less than 10,TV - Television/Production,AD - Advertising/Audovisual Graphic Design/Marketing Public Relations,PG - Photography,512110 - Motion Picture and Video Production ,512120 - Motion Picture and Video Distribution,512199 - Other Motion Picture and Video Industries ,45130000 - Photographic and recording media,45140000 - Photographic filmmaking supplies,45120000 - Photographic or filming or video equipment
Mindset Social Solutions Inc ,"Individual therapy,  group therapy,  family therapy,  case manager services,  homebuyer workshops, English class, financial services 2",MWBE,SLBE,,No,No,"1613 Blue Hill Avenue, Boston, MA 02126",Boston,MA,02126,Melissa Jules,Melissa Jules president ,(857) 399-6462,,julesm@mindsetsocialsolutioninc.com,mindsetssi.com,Corporation,No,2020,11 - 20,"AHS - Health Care (Providers, Services)",,,621330 - Offices of Mental Health Practitioners (except Physicians) ,,,93140000 - Community and social services,,
Promised Services LLC,"We offer interior an exterior house painting services, light carpentry, snow removal, clean out services and dry wall repair. ",MBE,SLBE,,No,Yes,"125 Guest Street #526, Boston, MA 02135",Boston,MA,02135,Malique McLaren,Malique- Executive Director,(617) 710-9931,,promisedpainters@gmail.com,,Limited Liability Company (LLC),No,2020,Less than 10,PA - Painting and Papering Contractors,RS - Residential Services,,238320 - Painting and Wall Covering Contractors,238910 - Site Preparation Contractors,561210 - Facilities Support Services,31210000 - Paints and primers and finishes,30160000 - Interior finishing materials,30150000 - Exterior finishing materials
Hue Architecture LLC,Architectural Drawings; Architectural Design Service; Development Consultancy,,SLBE,,No,Yes,"53H Harvard Street, #1, Dorchester, MA, MA 02124","Dorchester, MA",MA,02124,Jennifer Ha,Matthew Mueller Principal,(781) 308-7301,,jen@hue-architecture.com,www.hue-architecture.com,Limited Liability Company (LLC),No,2017,Less than 10,AE - Architects/Engineers,"COA - Consultants: Architecture, Engineering",,541310 - Architectural Services,,,81100000 - Professional engineering services,,
"Citizen Construction, LLC",Minor Construction and Basic Demolition,,SLBE,SDVOB,No,Yes,"46 Saint Stephen Street, Apt 4, Boston, MA 02115",Boston,MA,02115,Matthew Hall,"Matthew Hall, CEO",(615) 714-7894,,matthallni@gmail.com,,Corporation,Yes,2023,Less than 10,GC - General Contractors,"SI - Sitework (Excavation, Demolition, Utilities, Sewage, see also GC)","MA - Maintenance (Industrial, Commericial, Residential, see also JA, RS)",236220 - Commercial and Institutional Building Construction ,238910 - Site Preparation Contractors,236210 - Industrial Building Construction ,72120000 - Nonresidential building construction services,72110000 - Residential building construction services,72150000 - Specialized trade construction and maintenance services
Northmen Builders LLC,"Residential & Commercial :
Custom Build
Remodel
Finish Carpentry
Custom Millwork
Project management",,SLBE,,No,Yes,"3 Ware Street, Boston, MA 02125",Boston,MA,02125,Gavin,Gavin Hodgkins,(603) 533-8837,,northmenbuilders@gmail.com,www.northmenbuilders.com,Limited Liability Company (LLC),Yes,2019,Less than 10,CA - Carpentry,CN - Construction Management: Small Commercial Projects,GC - General Contractors,238350 - Finish Carpentry Contractors,238130 - Framing Contractors ,,72110000 - Residential building construction services,72120000 - Nonresidential building construction services,
Drug and Wellness Screenings LLC DBA ARCpoint Labs of Greater Boston,"Drug & Alcohol Screening and Testing, DNA Paternity/Maternity testing Legal and, Information only, STD testing, FLU A&B, STREP, COVID, Blood Draws, Mobile Testing, DOT Drug and Alcohol testing ,Physicals, Allergy Testing, Metals Testing, Medical Laboratory Concierge testing, Pregnancy Testing
",WBE,SLBE,,Yes,Yes,"5-11 Drydock Ave., Suite 2020, Boston, MA 02210",Boston,MA,02210,Lanette Duggan,Lanette Duggan,(617) 340-2500,,lduggan@arcpointlabs.com,www.arcpointlabs.com/boston,Limited Liability Company (LLC),No,2020,Less than 10,COG - Consultants: Human Resources,"AHS - Health Care (Providers, Services)","EM - Employement (see also OS, TR)",621511 - Medical Laboratories ,541380 - Testing Laboratories,621399 - Offices of All Other Miscellaneous Health Practitioners ,85100000 - Comprehensive health services,80110000 - Human resources services,85120000 - Medical practice
"Joy Street Design, Inc.","Full Architectural Services (schematic design, construction documents, construction administration, consultant coordination, etc.); Interior Design Services (schematic, FFE specifications and purchasing, construction administration)",WBE,SLBE,,Yes,Yes,"154 Maverick St, Suite 208, BOSTON, MA 02128",BOSTON,MA,02128,Kemberli Paes,"Trea LaRaia, Principal Designer + Sharon Gentges, Principal Architect",(617) 209-9631,,accounting@joystdesign.com,https://www.joystdesign.com,Corporation,,,Less than 10,AE - Architects/Engineers,IT - Interior Deisgn Services,"COA - Consultants: Architecture, Engineering",541310 - Architectural Services,541410 - Interior Design Services,,81100000 - Professional engineering services,,
Lost Art Cultured Foods LLC,Organic Fermented Vegetables ,MWBE,SLBE,,No,No,"50 Terminal Street, Ste 515, Boston, MA 02129",Boston,MA,02129,Marie Lafontant,Marie Lafontant,(617) 580-7470,,marie@lostartculturedfoods.com,www.lostartculturedfoods.com,Limited Liability Company (LLC),No,2015,Less than 10,MU - Manufacturers,,,311999 - All Other Miscellaneous Food Manufacturing ,,,73130000 - Food and beverage industries,,
"21st Century Foods, Inc","Food manufacturing company producing tofu and tempeh for wholesale and retail purposes. We offer 3 different sizes of tofu - 1 bulk size for restaurants, cafes, cafeterias, and food trucks, and 2 retail sizes for grocery stores. We offer 2 sizes of tempeh - 1 bulk size for restaurants, cafes, cafeterias and food trucks and 1 retail size for grocery stores.",MWBE,SLBE,,No,No,"31 Germania Street, Building A, Boston, MA 02130",Boston,MA,02130,Rodolfo Canale,President,(617) 522-7595,,rudy@cantinabostonia.com,,Corporation,No,1982,Less than 10,"FD - Food Products, Services",MU - Manufacturers,,311999 - All Other Miscellaneous Food Manufacturing ,,,73130000 - Food and beverage industries,,
Diamond Residential and Office Cleaning Service,"Complete residential and commercial cleaning services, provided by well-trained professionals using safe, effective products. We serve the cleaning needs of homes and businesses, from routine housekeeping and janitorial services to deep cleaning and specialty cleaning. ",MWBE,SLBE,,No,No,"15 Deering Road, Boston, MA 02126",Boston,MA,02126,Bianca Valentine,Bianca Valentine,(617) 642-1471,,diamondhousecleaning3@gmail.com,,Sole Proprietorship,No,2021,Less than 10,"JA - Janitorial Services/Supplies (see also MA, RS)",,,561720 - Janitorial Services ,,,76110000 - Cleaning and janitorial services,,
Resiliency and Optimism Changes Lives (R.O.C.) Therapeutic Coaching Services LLC,"We provide the following mental health personal development, and self-care products and services: therapeutic coaching, and individual, group, and couple therapy. We curate podcasts, radio talk shows, self-care events, workshops, seminars/talks, personal development courses, books, ebooks, and inspirational merchandise (teeshirts, notebooks, clothing, and bags). ",MWBE,SLBE,,No,Yes,"1 Westinghouse Plaza, Suite A105, Hyde Park, Massachusetts 02136",Hyde Park,Massachusetts,02136,Lakisha Austin,"Lakisha R. Austin, LICSW, MBA, MSW",(617) 539-6448,,laustin@weroclives.com,https://www.iamcoachla.com/,Limited Liability Company (LLC),No,Resiliency and Optimism Changes Lives (R.O.C.) Therapeutic Coaching Services LLC,Less than 10,"AHS - Health Care (Providers, Services)","COH - Consultants: Health, Psychological",ET - Entertainment/Entertainer,621330 - Offices of Mental Health Practitioners (except Physicians) ,,,85100000 - Comprehensive health services,80160000 - Business administration services,
Manyi Juices,"Juices, 8 oz bottles; Juices, 2 oz shots",MWBE,SLBE,,No,No,"196 Quincy Street, Dorchester, MA 02121",Dorchester,MA,02121,Irene Nakabonge-Lugude,"Irene Nakabonge-Lugude, Founder",(800) 644-3423,,info@manyijuices.com,https://www.drinkmanyi.com,Limited Liability Company (LLC),No,2020,Less than 10,"FD - Food Products, Services",,,"311411 - Frozen Fruit, Juice, and Vegetable Manufacturing ",,,85150000 - Food and nutrition services,,
"Circle Strategies, Inc.",Human Resources Administration; Benefits Administration,,SLBE,,No,Yes,"88 G Street, Boston, MA 02127",Boston,MA,02127,Clifford Watkin,"Laura Watkin, Managing Partner",(617) 812-0182,,cwatkin@circlestrategies.net,,Corporation,No,2019,Less than 10,COG - Consultants: Human Resources,,,541612 - Human Resources Consulting Services ,541612 - Human Resources Consulting Services ,,80110000 - Human resources services,,
"Visit Nubian Square, LLC","Build tourism and travel in Nubian Square; Host trolley tours along historic landmarks; Advertise, promote, & provide development tools and resources for small businesses and Vendors in Nubian Square; Operate the Nubian Square Farmers Market; Market and advertise local businesses and venues; Engage traveling tourists in first experience of Boston and Roxbury; Host events and activities regarding support of Roxbury and small business; Organize a collection of notable Roxburians to highlight and celebrate; Facilitate small business growth; Engage in youth activities including education, innovation, and sports
",MBE,SLBE,,No,No,"291 Elmwood Street, Boston, MA 02119",Boston,MA,02119,Ali ABY Muhammed,Dr. Ali ABY Muhammed,(857) 800-6078,,visitnubiansquare@gmail.com,https://www.visitnubiansquare.com/,Limited Liability Company (LLC),No,2021,Less than 10,"TR - Travel, Transportation (Travel Agencies, Planning, Limo Services)","FD - Food Products, Services",MK - Marketing,561520 - Tour Operators,445230 - Fruit and Vegetable Markets ,561499 - All Other Business Support Services ,90120000 - Travel facilitation,85150000 - Food and nutrition services,49220000 - Sports equipment and accessories
Genelys Family Child Care,"Child care service:  Before school, After school program, Child care Non-traditional hours",MWBE,SLBE,,No,Yes,"22 Clive Street, Boston, MA 02130",Boston,MA,02130,Genelys vargas,Genelys vargas,(347) 972-5081,,vargasgenelys@gmail.com,www.genelysfamilychildcare.com,Corporation,No,3,Less than 10,CC - Childcare,,,624410 - Child Day Care Services ,,,86120000 - Educational institutions,,
S M Paul Lifestyle Design,"Psychotherapy/counseling, Yoga instruction, Health and Wellness Education, Coaching, Consulting",MWBE,SLBE,,No,Yes,"10 Taber Street,  Unit 307, Roxbury, MA 02119",Roxbury,MA,02119,SHEILA PAUL,Sheila Paul/ Owner,(617) 858-9046,,sheila@smpaullifestyledesign.com,smpaullifestyledesign.com,Limited Liability Company (LLC),No,2021,Less than 10,"AHS - Health Care (Providers, Services)","COH - Consultants: Health, Psychological","ED - Education (see also OS, TA)",624190 - Other Individual and Family Services ,611710 - Educational Support Services,713940 - Fitness and Recreational Sports Centers ,93140000 - Community and social services,86130000 - Specialized educational services,
Paynes Bookkeeping Services,"Bookkeeping Services, including:  Recording customer payment and invoice collections; Reconciling bank & credit card accounts; Maintaining Accounts Receivable; Payroll.
",MWBE,SLBE,,Yes,No,"2038 DORCHESTER AVE #1, DORCHESTER, MA 02124",DORCHESTER,MA,02124,Yvonne Payne,Yvonne Payne ,(617) 888-9661,,ypbooks1075@gmail.com,,Sole Proprietorship,No,2022,Less than 10,BU - Business Management Consultants,AA - Accountants,,541219 - Other Accounting Services ,,,84110000 - Accounting and bookkeeping services,,
Homedoctors Construction,"Residential Rehabs, Kitchens, Baths, Painting, Windows, Doors, Floors, Roof repair, Property Management, and  Landscaping",MBE,SLBE,,No,Yes,"732 Morton St, Unit # 2, MATTAPAN, MA 02126",MATTAPAN,MA,02126,Omar Brown,Omar Brown Owner,(671) 592-1488,,afruitionconsulting@gmail.com,www.homedoctorsconstruction.com,Sole Proprietorship,Yes,2003,Less than 10,RS - Residential Services,CN - Construction Management: Small Commercial Projects,,236118 - Residential Remodelers ,531311 - Residential Property Managers ,,72110000 - Residential building construction services,30190000 - Construction and maintenance support equipment,
KP Concepts LLC DBA KrayPlates,"Ghost Kitchen, Food Pop-Up, Catering, and Food Services.",MWBE,SLBE,,No,Yes,"10 Fairmount Ave, Hyde Park, MA 02136",Hyde Park,MA,02136,Krayla Brice,Krayla Brice,(617) 905-7701,,chefkray@krayplates.com,www.krayplates.com,Limited Liability Company (LLC),No,2021,Less than 10,"FD - Food Products, Services",,,722513 - Limited-Service Restaurants ,,,90100000 - Restaurants and catering,,
The Media Men LLC,"Digital Marketing, Video & Audio Production, Graphic Design, Business Development Consulting, and Educational Learning",MBE,SLBE,,No,Yes,"51 Adams Street, Apt. #3, Boston, MA 02122",Boston,MA,02122,Ryan Sullivan,Ryan Sullivan,(781) 801-3687,,ryan@themediamen.com,themediamen.com,Limited Liability Company (LLC),No,2023,Less than 10,AD - Advertising/Audovisual Graphic Design/Marketing Public Relations,BU - Business Management Consultants,MK - Marketing,512110 - Motion Picture and Video Production ,541613 - Marketing Consulting Services ,611710 - Educational Support Services,80100000 - Management advisory services,80140000 - Marketing and distribution,83110000 - Telecommunications media services
"Growth Arise Consulting, LLC","Certified leadership and personal coach, trainer, and speaker; Administering DISC Personality Indicator Assessments and debriefing; Lunch and learn sessions, webinars, and mastermind groups.",MWBE,SBE,,Yes,No,"563 Bay Street, Taunton, MA 02780",Taunton,MA,02780,Patricia Juba,"Patricia Juba, Principal",(857) 212-0593,,growthariseconsultingllc@gmail.com,growthariseconsultingllc.com,Limited Liability Company (LLC),,,Less than 10,COG - Consultants: Human Resources,TA - Training (see also ED),,611430 - Professional and Management Development Training ,"711510 - Independent Artists, Writers, and Performers ",,86130000 - Specialized educational services,,
"Eagle Environmental Consulting Services, Inc.",Microbiology consulting; Cleanroom design consulting; Lab and pharmaceutical facility startup; Environmental monitoring; Micro lab testing development,MWBE,SBE,,No,No,"19 Stuart Street, Medfield, MA 02052",Medfield,MA,02052,Kiee Gates-Garland,"Kiee Gates Garland, President",(617) 955-2428,,kiee@eagleenvironment.com,eagleenvironment.com,Corporation,No,2015,Less than 10,TA - Training (see also ED),"AHS - Health Care (Providers, Services)",,541380 - Testing Laboratories,541690 - Other Scientific and Technical Consulting Services,"541990 - All Other Professional, Scientific, and Technical Services",85130000 - Medical science research and experimentation,41110000 - Measuring and observing and testing instruments,41100000 - Laboratory and scientific equipment
Dorchester Design Collaborative LLC,Real Estate Development; Development Consultancy,MWBE,SLBE,,No,No,"53h Harvard Street, #1, Dorchester, MA 02124",Dorchester,MA,02124,Jennifer Ha,Jennifer Ha Founder,(781) 363-7709,,jen@hue-architecture.com,,Limited Liability Company (LLC),No,2023,Less than 10,"COA - Consultants: Architecture, Engineering",CN - Construction Management: Small Commercial Projects,"RE - Real Estate (Development, Management, Sales and Appraisals)",531311 - Residential Property Managers ,531110 - Lessors of Residential Buildings and Dwellings ,,72110000 - Residential building construction services,80100000 - Management advisory services,80130000 - Real estate services
EJM LOGISTICS LLC,Transportation services to special needs individuals and students.,MBE,SBE,,No,Yes,"1121 Horseshoe Lane, Wilmington, MA 01887",Wilmington,MA,01887,Emmanuel Jean,EMMANUEL JEAN/ PRESIDENT,(781) 888-2640,,levon.jean@ejmllogistics.com,,Limited Liability Company (LLC),No,2022,Less than 10,"TR - Travel, Transportation (Travel Agencies, Planning, Limo Services)",,,485410 - School and Employee Bus Transportation,,,78110000 - Passenger transport,,
"Adela's Hair Studio, LLC","A hair salon specializing in cut, color, blow dry, treatments and texturizing, styling, extensions, wigs, and distribution of salon-quality hair products.",MBE,SLBE,,No,No,"92B Pinkney Street, Boston, MA 02114",Boston,MA,02114,Arleigha Cook,"Francisco Medrano, Owner",(617) 723-2245,,arleigha.cook.esq@gmail.com,http://www.adelashairstudio.com/,Limited Liability Company (LLC),No,2009,Less than 10,"AHS - Health Care (Providers, Services)",,,812112 - Beauty Salons ,,,91100000 - Personal appearance,,
Arielle Enterprise ,"Property Management; Cleaning Service for Office Buildings/Large Spaces; Maintenance; Grounds Keeping; Landscaping; Event Set Up and Break Down; Catering; General Contracting  
",MWBE,SBE,,No,No,"14 Stockholm Ave, Brockton, MA 02301",Brockton,MA,02301,Lucreta Bolding,Lucreta Bolding,(508) 371-5959,,lbolding@arielleenterprisellc.com,,Limited Liability Company (LLC),No,2021,Less than 10,GC - General Contractors,SU - Suppliers,RS - Residential Services,561730 - Landscaping Services,531312 - Nonresidential Property Managers ,424120 - Stationery and Office Supplies Merchant Wholesalers ,76110000 - Cleaning and janitorial services,47130000 - Cleaning and janitorial supplies,72110000 - Residential building construction services
DAA Restaurant Group LLC ,"Take Out/Restaurant
Delivery ",MWBE,SLBE,,No,No,"636 Hyde Park Avenue, Boston, MA 02131",Boston,MA,02131,Diana Gualdron,Diana Gualdron Owner ,(617) 820-9022,,dgualdron@yahoo.com,www.lataqueriaboston.com,Sole Proprietorship,No,2016,11 - 20,CT - Catering,"FD - Food Products, Services",,722511 - Full-Service Restaurants ,,,90100000 - Restaurants and catering,,
"R Taylor Consulting, LLC","Homeless Services Technical Assistance; Application Administration, Support, and Training; Process Development and Mapping; Grant Writing; Grant Review
",MWBE,SBE,,No,Yes,"2480 Briarcliff Road, NE, #319, Atlanta, GA 30329",Atlanta,GA,30329,Rhonda Taylor,"Rhonda Taylor, Owner",(216) 534-7173,,rhonda@rtaylorconsultingllc.com,rtayloronsultingllc.com,Limited Liability Company (LLC),No,2022,Less than 10,BU - Business Management Consultants,COM - Consultants: Management,COS - Consultants: Systems Analysis,541611 - Administrative Management and General Management Consulting Services ,561110 - Office Administrative Services,541618 - Other Management Consulting Services ,80160000 - Business administration services,,
MDA Wellness,Psychotherapy; Corporate wellness consulting and training,MWBE,SLBE,,No,Yes,"1 WASHINGTON MALL, #1261, Boston, MA 02108",Boston,MA,02108,Marissa Alert,"Marissa Alert, CEO & Founder",(617) 249-3199,,info@mdawellness.com,www.mdawellness.com,Limited Liability Company (LLC),No,2022,Less than 10,"COH - Consultants: Health, Psychological","AHS - Health Care (Providers, Services)",,611430 - Professional and Management Development Training ,621330 - Offices of Mental Health Practitioners (except Physicians) ,"541990 - All Other Professional, Scientific, and Technical Services",60100000 - Developmental and professional teaching aids and materials and accessories and supplies,,
Grafi Media LLC,Photography; Videography; Website; Logo Design; Marketing; Social Media Management; All Media-Based Content. ,MBE,SBE,,No,Yes,"10 Sherman Drive, Randolph, MA 02368",Randolph,MA,02368,Ronald Delorme,Ronald Delorme,(617) 299-2176,,grafimediallc@gmail.com,https://grafimediallc.com/,Limited Liability Company (LLC),No,Grafi Media LLC,Less than 10,PG - Photography,AD - Advertising/Audovisual Graphic Design/Marketing Public Relations,,541922 - Commercial Photography ,"541921 - Photography Studios, Portrait ",512110 - Motion Picture and Video Production ,82130000 - Photographic services,45130000 - Photographic and recording media,
Better Together Brain Trust,Electrician; General Contracting; Consulting; Electrical Engineering; Electrical Distribution,MBE,SLBE,,No,No,"38 Warren Street, Boston, Massachusetts 02119",Boston,Massachusetts,02119,Shonte Davidson,President,(401) 714-4440,,shonte.davidson@impactenergy.energy,,Limited Liability Company (LLC),No,2023,Less than 10,EL - Electrical Contractors,COD - Consultants: Design,,238210 - Electrical Contractors and Other Wiring Installation Contractors,541690 - Other Scientific and Technical Consulting Services,,39120000 - Electrical equipment and components and supplies,,
"New Era Advisors, LLC",Electrical; Construction Management; Project Management,MWBE,SLBE,,No,No,"38 Warren St, Boston, MA 02119",Boston,MA,02119,Shonte Davidson,President,(401) 714-4440,,shonte.mcdowell@gmail.com,,Limited Liability Company (LLC),No,2023,Less than 10,EL - Electrical Contractors,CN - Construction Management: Small Commercial Projects,,238210 - Electrical Contractors and Other Wiring Installation Contractors,541690 - Other Scientific and Technical Consulting Services,,39120000 - Electrical equipment and components and supplies,,
"Mission Advisory Investigative Group, LLC",Investigative Services and Executive Protection,WBE,SLBE,,No,No,"1834 Centre Street, Box 451, Boston, MA 02132",Boston,MA,02132,Gretchen Lundgren,"Gretchen Lundgren, CEO",(617) 302-6729,,gretchen@missionadvisorygrp.com,missionadvisorygrp.com,Limited Liability Company (LLC),No,2022,Less than 10,AT - Attorneys,,,561611 - Investigation Services ,,,46170000 - Security surveillance and detection,,
